Date, Time, Seller Id, Price, Stock Amount
14/09/2020, 19:17:35, 1168347, 19.99, 53
14/09/2020, 19:24:43, 1168347, 19.99, 53
14/09/2020, 19:26:19, 1168347, 19.99, 53
14/09/2020, 19:31:36, 1168347, 19.99, 53
14/09/2020, 20:16:33, 1168347, 19.99, 53
14/09/2020, 20:18:16, 1168347, 19.99, 53
